,2077_3
0,0
1,1
2,2
3,3
4,4
5,5
6,7
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,16
15,18
16,19
17,20
18,21
19,22
20,23
21,25
22,26
23,27
24,28
25,30
26,32
27,33
28,34
29,35
30,36
31,37
32,38
33,39
34,40
35,41
36,42
37,43
38,45
39,46
40,47
41,49
42,50
43,51
44,52
45,53
46,54
47,55
48,56
49,57
50,58
51,59
52,60
53,61
54,62
55,63
56,64
57,65
58,66
59,67
60,68
61,69
62,70
63,71
64,72
65,73
66,74
67,75
68,76
69,77
70,78
71,79
72,80
73,82
74,83
75,84
76,85
77,86
78,87
79,88
80,89
81,90
82,92
83,93
84,94
85,95
86,96
87,97
88,98
89,99
90,100
91,101
92,102
93,103
94,104
95,105
96,106
97,107
98,108
99,110
100,111
101,113
102,114
103,115
104,116
105,118
106,119
107,120
108,121
109,122
110,123
111,124
112,125
113,127
114,129
115,130
116,131
117,132
118,133
119,134
120,135
121,136
122,137
123,139
124,140
125,141
126,142
127,143
128,144
129,145
130,147
131,148
132,149
133,150
134,151
135,152
136,153
137,154
138,155
139,156
140,157
141,158
142,159
143,160
144,161
145,162
146,163
147,164
148,165
149,166
150,167
151,168
152,169
153,171
154,172
155,174
156,175
157,177
158,178
159,179
160,180
161,181
162,182
163,183
164,184
165,185
166,186
167,187
168,188
169,189
170,190
171,191
172,192
173,193
174,195
175,196
176,197
177,198
178,199
179,200
180,201
181,202
182,203
183,205
184,206
185,207
186,209
187,210
188,211
189,212
190,213
191,214
192,215
193,216
194,217
195,218
196,219
197,220
198,221
199,222
200,223
201,224
202,225
203,226
204,227
205,228
206,229
207,230
208,231
209,232
210,233
211,236
212,237
213,238
214,239
215,240
216,241
217,242
218,243
219,244
220,245
221,246
222,247
223,248
224,249
225,250
226,252
227,253
228,254
229,255
230,256
231,257
232,258
233,259
234,260
235,262
236,263
237,264
238,265
239,266
240,267
241,268
242,269
243,270
244,271
245,272
246,273
247,274
248,275
249,276
250,277
251,278
252,279
253,280
254,281
255,282
256,283
257,284
258,285
259,289
260,290
261,291
262,292
263,293
264,294
265,295
266,296
267,298
268,299
269,300
270,301
271,302
272,303
273,305
274,306
275,307
276,308
277,309
278,310
279,312
280,313
281,314
282,315
283,317
284,319
285,320
286,321
287,322
288,323
289,324
290,325
291,326
292,327
293,328
294,329
295,330
296,331
297,332
298,333
299,334
300,335
301,336
302,337
303,338
304,340
305,341
306,342
307,343
308,344
309,345
310,346
311,348
312,349
313,350
314,351
315,352
316,353
317,354
318,355
319,356
320,357
321,358
322,359
323,361
324,362
325,363
326,364
327,365
328,366
329,367
330,368
331,369
332,371
333,372
334,374
335,376
336,377
337,378
338,379
339,380
340,381
341,382
342,383
343,384
344,385
345,386
346,387
347,389
348,390
349,391
350,392
351,394
352,395
353,396
354,397
355,398
356,399
357,401
358,402
359,403
360,404
361,405
362,406
363,408
364,409
365,410
366,412
367,413
368,414
369,415
370,416
371,417
372,418
373,419
374,420
375,421
376,422
377,424
378,425
379,427
380,428
381,429
382,430
383,431
384,433
385,434
386,435
387,436
388,437
389,438
390,439
391,440
392,441
393,442
394,443
395,444
396,445
397,446
398,447
399,448
400,449
401,450
402,451
403,452
404,453
405,454
406,455
407,456
408,457
409,458
410,459
411,460
412,461
413,463
414,464
415,466
416,467
417,468
418,469
419,470
420,472
421,473
422,474
423,475
424,476
425,477
426,478
427,479
428,481
429,482
430,483
431,484
432,485
433,486
434,487
435,488
436,489
437,490
438,491
439,492
440,493
441,494
442,495
443,496
444,497
445,498
446,499
447,500
448,501
449,502
450,503
451,504
452,505
453,506
454,507
455,508
456,509
457,510
458,511
459,512
460,513
461,514
462,515
463,516
464,517
465,518
466,519
467,520
468,521
469,522
470,523
471,524
472,525
473,526
474,527
475,528
476,529
477,530
478,531
479,532
480,533
481,534
482,535
483,536
484,537
485,539
486,540
487,541
488,542
489,543
490,544
491,545
492,546
493,547
494,549
495,550
496,551
497,552
498,553
499,554
500,555
501,556
502,557
503,558
504,559
505,560
506,561
507,562
508,564
509,565
510,566
511,567
512,568
513,569
514,570
515,571
516,572
517,573
518,574
519,575
520,576
521,578
522,579
523,580
524,581
525,583
526,584
527,585
528,586
529,587
530,588
531,589
532,590
533,591
534,592
535,593
536,594
537,595
538,597
539,598
540,600
541,601
542,603
543,604
544,605
545,606
546,608
547,610
548,611
549,612
550,613
551,614
552,615
553,616
554,617
555,618
556,619
557,620
558,621
559,622
560,623
561,624
562,626
563,627
564,628
565,629
566,630
567,631
568,633
569,634
570,635
571,636
572,637
573,638
574,640
575,641
576,642
577,643
578,644
579,645
580,647
581,648
582,649
583,650
584,651
585,652
586,653
587,654
588,655
589,656
590,657
591,659
592,660
593,661
594,662
595,663
596,664
597,665
598,666
599,667
600,668
601,670
602,671
603,673
604,675
605,676
606,677
607,678
608,680
609,681
610,682
611,683
612,684
613,685
614,686
615,688
616,690
617,691
618,692
619,693
620,694
621,696
622,697
623,698
624,699
625,700
626,701
627,702
628,703
629,705
630,706
631,707
632,708
633,709
634,710
635,711
636,712
637,713
638,714
639,715
640,716
641,717
642,718
643,719
644,720
645,721
646,722
647,723
648,724
649,725
650,726
651,727
652,728
653,729
654,730
655,731
656,732
657,733
658,734
659,736
660,737
661,738
662,739
663,740
664,741
665,742
666,743
667,744
668,745
669,746
670,747
671,749
672,751
673,752
674,753
675,755
676,756
677,757
678,758
679,759
680,760
681,761
682,762
683,763
684,764
685,765
686,766
687,767
688,769
689,770
690,771
691,773
692,774
693,775
694,776
695,777
696,778
697,779
698,780
699,781
700,782
701,783
702,784
703,785
704,786
705,787
706,789
707,790
708,791
709,792
710,793
711,794
712,795
713,796
714,798
715,799
716,800
717,801
718,802
719,803
720,804
721,805
722,806
723,807
724,808
725,809
726,810
727,811
728,812
729,815
730,816
731,817
732,818
733,819
734,820
735,821
736,822
737,823
738,824
739,825
740,826
741,827
742,828
743,829
744,830
745,831
746,832
747,833
748,834
749,835
750,836
751,838
752,839
753,840
754,841
755,842
756,843
757,844
758,845
759,846
760,847
761,848
762,849
763,850
764,851
765,852
766,853
767,854
768,855
769,856
770,859
771,860
772,861
773,863
774,866
775,867
776,868
777,869
778,870
779,871
780,872
781,873
782,874
783,875
784,876
785,877
786,878
787,879
788,880
789,881
790,882
791,883
792,884
793,885
794,886
795,887
796,888
797,889
798,890
799,891
800,892
801,893
802,895
803,896
804,897
805,898
806,899
807,900
808,901
809,902
810,903
811,904
812,905
813,906
814,907
815,908
816,909
817,910
818,911
819,913
820,915
821,916
822,917
823,918
824,920
825,921
826,922
827,924
828,925
829,926
830,927
831,928
832,929
833,930
834,931
835,932
836,933
837,934
838,936
839,937
840,938
841,939
842,940
843,941
844,942
845,943
846,944
847,948
848,949
849,950
850,952
851,953
852,954
853,955
854,956
855,957
856,958
857,959
858,960
859,961
860,962
861,963
862,964
863,965
864,966
865,967
866,968
867,970
868,971
869,972
870,973
871,974
872,975
873,976
874,978
875,980
876,981
877,982
878,983
879,984
880,985
881,986
882,987
883,988
884,989
885,990
886,991
887,992
888,993
889,994
890,995
891,996
892,997
893,998
894,999
895,1000
896,1001
897,1002
898,1003
899,1004
900,1005
901,1006
902,1007
903,1008
904,1009
905,1010
906,1012
907,1014
908,1015
909,1016
910,1017
911,1018
912,1019
913,1020
914,1021
915,1022
916,1023
917,1024
918,1025
919,1027
920,1028
921,1029
922,1030
923,1031
924,1032
925,1033
926,1034
927,1035
928,1036
929,1037
930,1038
931,1039
932,1041
933,1042
934,1043
935,1044
936,1045
937,1046
938,1047
939,1048
940,1049
941,1050
942,1051
943,1052
944,1053
945,1054
946,1055
947,1056
948,1057
949,1058
950,1059
951,1060
952,1062
953,1063
954,1064
955,1065
956,1066
957,1067
958,1068
959,1071
960,1072
961,1073
962,1074
963,1075
964,1076
965,1077
966,1078
967,1079
968,1081
969,1082
970,1083
971,1084
972,1085
973,1086
974,1087
975,1088
976,1089
977,1090
978,1091
979,1092
980,1093
981,1094
982,1095
983,1096
984,1097
985,1098
986,1099
987,1100
988,1101
989,1103
990,1104
991,1105
992,1106
993,1107
994,1109
995,1110
996,1111
997,1112
998,1113
999,1114
1000,1115
1001,1116
1002,1117
1003,1118
1004,1119
1005,1121
1006,1122
1007,1123
1008,1124
1009,1125
1010,1126
1011,1127
1012,1128
1013,1129
1014,1130
1015,1131
1016,1132
1017,1133
1018,1134
1019,1135
1020,1136
1021,1137
1022,1138
1023,1139
1024,1140
1025,1141
1026,1142
1027,1143
1028,1145
1029,1146
1030,1147
1031,1149
1032,1150
