,2077_3
0,1
1,2
2,4
3,5
4,6
5,7
6,8
7,10
8,11
9,12
10,13
11,14
12,15
13,17
14,18
15,19
16,20
17,21
18,22
19,24
20,25
21,26
22,28
23,29
24,30
25,31
26,32
27,33
28,34
29,35
30,36
31,37
32,38
33,39
34,40
35,41
36,42
37,43
38,44
39,46
40,48
41,49
42,50
43,51
44,52
45,53
46,55
47,56
48,57
49,58
50,59
51,60
52,62
53,63
54,64
55,65
56,66
57,67
58,68
59,69
60,70
61,71
62,72
63,73
64,74
65,75
66,76
67,77
68,78
69,79
70,80
71,81
72,82
73,83
74,85
75,86
76,87
77,88
78,89
79,91
80,92
81,93
82,94
83,95
84,96
85,97
86,98
87,99
88,100
89,101
90,102
91,103
92,104
93,106
94,107
95,108
96,109
97,111
98,112
99,114
100,115
101,116
102,117
103,118
104,119
105,120
106,121
107,122
108,123
109,124
110,125
111,126
112,127
113,128
114,129
115,130
116,131
117,132
118,133
119,134
120,135
121,136
122,137
123,138
124,140
125,141
126,142
127,143
128,144
129,145
130,146
131,147
132,148
133,150
134,151
135,152
136,153
137,154
138,155
139,156
140,158
141,159
142,160
143,161
144,162
145,163
146,165
147,166
148,168
149,169
150,170
151,171
152,172
153,173
154,174
155,175
156,177
157,178
158,179
159,180
160,181
161,182
162,184
163,185
164,186
165,187
166,188
167,189
168,190
169,191
170,192
171,193
172,194
173,195
174,196
175,198
176,199
177,200
178,201
179,203
180,204
181,205
182,206
183,207
184,208
185,209
186,210
187,211
188,212
189,213
190,215
191,216
192,217
193,218
194,219
195,221
196,222
197,223
198,224
199,225
200,226
201,227
202,228
203,229
204,230
205,231
206,232
207,233
208,234
209,235
210,236
211,237
212,240
213,241
214,242
215,243
216,244
217,245
218,246
219,247
220,248
221,249
222,250
223,251
224,253
225,254
226,255
227,256
228,258
229,259
230,260
231,261
232,262
233,263
234,264
235,265
236,266
237,267
238,269
239,270
240,271
241,272
242,273
243,274
244,275
245,277
246,278
247,279
248,280
249,281
250,282
251,283
252,284
253,285
254,286
255,287
256,289
257,291
258,292
259,293
260,294
261,295
262,296
263,297
264,299
265,300
266,301
267,302
268,303
269,304
270,306
271,307
272,308
273,309
274,310
275,311
276,312
277,313
278,314
279,315
280,317
281,318
282,319
283,320
284,321
285,322
286,323
287,324
288,325
289,326
290,327
291,328
292,329
293,330
294,331
295,332
296,334
297,335
298,336
299,337
300,338
301,339
302,340
303,342
304,343
305,344
306,345
307,346
308,347
309,348
310,349
311,350
312,351
313,352
314,354
315,355
316,356
317,357
318,358
319,359
320,360
321,361
322,363
323,364
324,365
325,366
326,367
327,368
328,369
329,370
330,371
331,372
332,374
333,375
334,376
335,377
336,378
337,379
338,380
339,381
340,382
341,383
342,384
343,385
344,386
345,387
346,388
347,389
348,390
349,391
350,392
351,393
352,394
353,395
354,396
355,397
356,398
357,399
358,400
359,401
360,402
361,404
362,405
363,406
364,407
365,408
366,409
367,411
368,412
369,413
370,414
371,415
372,416
373,417
374,418
375,419
376,420
377,421
378,422
379,423
380,424
381,425
382,426
383,427
384,428
385,429
386,430
387,432
388,433
389,435
390,436
391,437
392,438
393,439
394,440
395,441
396,442
397,443
398,444
399,445
400,446
401,447
402,448
403,449
404,450
405,451
406,452
407,453
408,454
409,455
410,456
411,457
412,458
413,459
414,460
415,461
416,462
417,463
418,464
419,465
420,466
421,467
422,468
423,469
424,470
425,471
426,472
427,474
428,475
429,476
430,477
431,478
432,479
433,480
434,481
435,482
436,483
437,484
438,485
439,486
440,487
441,488
442,489
443,490
444,491
445,492
446,493
447,494
448,496
449,498
450,499
451,500
452,501
453,502
454,504
455,506
456,508
457,509
458,510
459,511
460,512
461,513
462,514
463,515
464,516
465,517
466,518
467,519
468,520
469,521
470,522
471,523
472,525
473,526
474,527
475,528
476,530
477,531
478,532
479,533
480,534
481,536
482,537
483,538
484,539
485,540
486,541
487,542
488,543
489,544
490,545
491,546
492,547
493,548
494,549
495,550
496,551
497,552
498,553
499,554
500,555
501,557
502,558
503,559
504,560
505,561
506,562
507,563
508,564
509,565
510,566
511,567
512,568
513,569
514,570
515,571
516,572
517,573
518,574
519,575
520,576
521,578
522,579
523,580
524,581
525,582
526,583
527,584
528,585
529,586
530,587
531,588
532,589
533,590
534,591
535,592
536,593
537,594
538,596
539,598
540,599
541,601
542,603
543,604
544,605
545,606
546,607
547,608
548,609
549,611
550,612
551,613
552,614
553,615
554,617
555,619
556,621
557,622
558,623
559,624
560,625
561,626
562,627
563,628
564,629
565,630
566,631
567,632
568,633
569,634
570,635
571,636
572,638
573,639
574,640
575,641
576,642
577,643
578,644
579,645
580,646
581,647
582,649
583,650
584,652
585,653
586,654
587,655
588,656
589,657
590,660
591,661
592,663
593,664
594,665
595,666
596,667
597,668
598,669
599,670
600,671
601,672
602,673
603,674
604,676
605,677
606,678
607,679
608,681
609,682
610,683
611,684
612,685
613,686
614,687
615,688
616,689
617,690
618,691
619,692
620,693
621,694
622,695
623,696
624,697
625,698
626,699
627,700
628,702
629,703
630,704
631,705
632,706
633,707
634,708
635,709
636,710
637,711
638,712
639,713
640,714
641,715
642,716
643,717
644,718
645,720
646,721
647,722
648,723
649,724
650,727
651,728
652,729
653,730
654,731
655,732
656,733
657,735
658,736
659,737
660,739
661,740
662,741
663,742
664,744
665,745
666,746
667,747
668,748
669,749
670,750
671,751
672,752
673,754
674,755
675,757
676,758
677,759
678,760
679,761
680,762
681,763
682,765
683,766
684,767
685,768
686,769
687,770
688,771
689,772
690,773
691,775
692,776
693,777
694,780
695,781
696,782
697,783
698,784
699,785
700,786
701,788
702,789
703,790
704,791
705,792
706,793
707,794
708,795
709,796
710,797
711,798
712,799
713,800
714,801
715,802
716,803
717,804
718,805
719,806
720,807
721,808
722,809
723,810
724,811
725,812
726,813
727,814
728,815
729,816
730,817
731,818
732,820
733,821
734,822
735,823
736,824
737,825
738,826
739,827
740,828
741,829
742,830
743,831
744,832
745,833
746,834
747,835
748,836
749,838
750,839
751,840
752,841
753,842
754,843
755,844
756,845
757,846
758,847
759,848
760,850
761,851
762,852
763,853
764,854
765,856
766,857
767,858
768,859
769,860
770,861
771,862
772,863
773,864
774,865
775,866
776,867
777,868
778,869
779,870
780,871
781,873
782,874
783,875
784,876
785,877
786,878
787,880
788,881
789,882
790,883
791,884
792,885
793,886
794,887
795,888
796,889
797,890
798,891
799,892
800,893
801,894
802,895
803,896
804,897
805,898
806,899
807,900
808,901
809,902
810,904
811,905
812,906
813,907
814,908
815,909
816,910
817,911
818,912
819,913
820,914
821,915
822,916
823,917
824,918
825,919
826,920
827,921
828,923
829,925
830,926
831,927
832,928
833,929
834,930
835,931
836,933
837,934
838,935
839,937
840,938
841,940
842,941
843,942
844,943
845,944
846,945
847,946
848,947
849,948
850,949
851,951
852,953
853,954
854,955
855,956
856,957
857,958
858,959
859,960
860,961
861,962
862,963
863,964
864,965
865,966
866,968
867,969
868,970
869,971
870,972
871,973
872,974
873,975
874,976
875,979
876,980
877,981
878,982
879,983
880,984
881,985
882,986
883,987
884,988
885,989
886,990
887,991
888,992
889,993
890,994
891,995
892,996
893,997
894,999
895,1001
896,1002
897,1003
898,1005
899,1006
900,1007
901,1008
902,1009
903,1010
904,1011
905,1013
906,1014
907,1015
908,1016
909,1017
910,1019
911,1020
912,1021
913,1022
914,1023
915,1024
916,1025
917,1026
918,1027
919,1028
920,1029
921,1030
922,1031
923,1032
924,1033
925,1034
926,1035
927,1036
928,1037
929,1038
930,1042
931,1043
932,1044
933,1046
934,1047
935,1048
936,1049
937,1050
938,1051
939,1052
940,1053
941,1055
942,1056
943,1057
944,1058
945,1059
946,1060
947,1061
948,1062
949,1064
