,2077_4
0,0
1,1
2,3
3,4
4,5
5,7
6,8
7,9
8,10
9,11
10,12
11,13
12,14
13,15
14,16
15,19
16,20
17,21
18,23
19,24
20,25
21,26
22,27
23,28
24,30
25,31
26,32
27,33
28,36
29,37
30,38
31,39
32,40
33,41
34,43
35,44
36,45
37,46
38,47
39,49
40,50
41,51
42,53
43,55
44,56
45,57
46,58
47,59
48,61
49,62
50,63
51,64
52,66
53,67
54,69
55,70
56,72
57,73
58,74
59,75
60,76
61,77
62,78
63,79
64,81
65,83
66,85
67,86
68,89
69,90
70,91
71,92
72,93
73,94
74,95
75,96
76,97
77,98
78,99
79,100
80,101
81,102
82,103
83,105
84,106
85,107
86,109
87,110
88,111
89,112
90,113
91,114
92,115
93,116
94,117
95,118
96,119
97,120
98,122
99,124
100,125
101,126
102,128
103,129
104,130
105,131
106,132
107,133
108,134
109,135
110,136
111,138
112,139
113,140
114,141
115,143
116,145
117,146
118,147
119,148
120,150
121,152
122,153
123,154
124,157
125,158
126,159
127,160
128,161
129,162
130,163
131,164
132,165
133,166
134,167
135,168
136,170
137,171
138,172
139,174
140,175
141,176
142,177
143,178
144,180
145,181
146,183
147,184
148,185
149,186
150,187
151,188
152,189
153,190
154,191
155,192
156,193
157,194
158,196
159,199
160,200
161,201
162,202
163,203
164,204
165,205
166,206
167,208
168,210
169,211
170,212
171,214
172,216
173,217
174,218
175,220
176,221
177,222
178,223
179,225
180,226
181,227
182,228
183,229
184,230
185,231
186,232
187,233
188,234
189,236
190,237
191,238
192,240
193,241
194,242
195,243
196,244
197,245
198,247
199,248
200,249
201,252
202,253
203,254
204,257
205,258
206,259
207,260
208,261
209,262
210,263
211,264
212,265
213,266
214,268
215,270
216,271
217,273
218,274
219,275
220,276
221,277
222,278
223,279
224,280
225,281
226,283
227,284
228,285
229,286
230,287
231,288
232,289
233,290
234,292
235,293
236,294
237,296
238,297
239,298
240,299
241,301
242,302
243,303
244,305
245,307
246,308
247,309
248,310
249,311
250,312
251,314
252,315
253,316
254,317
255,318
256,321
257,322
258,323
259,324
260,325
261,326
262,327
263,328
264,329
265,330
266,331
267,333
268,334
269,336
270,337
271,338
272,340
273,341
274,342
275,343
276,344
277,345
278,346
279,347
280,348
281,349
282,350
283,352
284,354
285,355
286,357
287,358
288,359
289,361
290,362
291,363
292,364
293,367
294,368
295,369
296,370
297,371
298,372
299,374
300,376
301,377
302,378
303,379
304,380
305,381
306,382
307,383
308,384
309,385
310,387
311,388
312,391
313,392
314,393
315,394
316,395
317,396
318,397
319,398
320,400
321,401
322,403
323,404
324,405
325,406
326,407
327,409
328,410
329,411
330,412
331,414
332,415
333,416
334,417
335,418
336,421
337,422
338,423
339,424
340,425
341,426
342,427
343,429
344,430
345,431
346,432
347,433
348,434
349,435
350,437
351,438
352,440
353,441
354,442
355,443
356,444
357,446
358,448
359,449
360,450
361,452
362,453
363,454
364,455
365,456
366,458
367,460
368,462
369,463
370,464
371,465
372,466
373,467
374,468
375,469
376,470
377,471
378,472
379,473
380,474
381,475
382,476
383,477
384,478
385,479
386,480
387,481
388,482
389,483
390,484
391,485
392,488
393,490
394,491
395,492
396,493
397,496
398,497
399,498
400,499
401,501
402,502
403,503
404,505
405,506
406,507
407,508
408,509
409,511
410,512
411,513
412,514
413,515
414,516
415,517
416,518
417,519
418,520
419,521
420,523
421,524
422,525
423,526
424,527
425,528
426,529
427,530
428,531
429,532
430,534
431,535
432,536
433,538
434,541
435,542
436,543
437,544
438,545
439,546
440,547
441,548
442,549
443,550
444,552
445,553
446,556
447,558
448,559
449,560
450,561
451,564
452,565
453,566
454,567
455,569
456,570
457,571
458,573
459,574
460,575
461,576
462,577
463,579
464,580
465,582
466,583
467,584
468,585
469,586
470,587
471,588
472,590
473,591
474,593
475,594
476,595
477,596
478,597
479,598
480,599
481,601
482,602
483,604
484,605
485,606
486,608
487,609
488,610
489,611
490,612
491,613
492,614
493,615
494,617
495,619
496,620
497,621
498,622
499,624
500,625
501,626
502,627
503,628
504,629
505,630
506,631
507,633
508,634
509,636
510,637
511,638
512,639
513,641
514,642
515,643
516,644
517,645
518,646
519,647
520,648
521,651
522,652
523,653
524,654
525,655
526,656
527,657
528,658
529,659
530,660
531,661
532,662
533,663
534,666
535,668
536,671
537,672
538,673
539,674
540,676
541,677
542,678
543,679
544,680
545,682
546,684
547,685
548,686
549,688
550,689
551,690
552,691
553,693
554,694
555,695
556,696
557,697
558,698
559,699
560,701
561,702
562,703
563,704
564,705
565,706
566,708
567,709
568,710
569,712
570,713
571,714
572,715
573,716
574,717
575,719
576,721
577,722
578,723
579,724
580,725
581,726
582,727
583,728
584,729
585,730
586,732
587,734
588,735
589,736
590,738
591,739
592,740
593,741
594,742
595,743
596,744
597,746
598,747
599,748
600,749
601,750
602,751
603,753
604,754
605,757
606,758
607,759
608,760
609,761
610,762
611,764
612,765
613,766
614,767
615,768
616,770
617,771
618,772
619,774
620,775
621,776
622,778
623,779
624,780
625,783
626,784
627,785
628,786
629,787
630,788
631,789
632,790
633,791
634,792
635,793
636,794
637,795
638,796
639,797
640,798
641,800
642,802
643,803
644,804
645,805
646,806
647,807
648,809
649,810
650,811
651,814
652,815
653,817
654,818
655,819
656,820
657,821
658,822
659,823
660,824
661,825
662,826
663,829
664,831
665,832
666,833
667,835
668,836
669,837
670,838
671,839
672,842
673,843
674,844
675,845
676,846
677,847
678,849
679,850
680,851
681,852
682,853
683,854
684,855
685,858
686,860
687,861
688,863
689,864
690,865
691,866
692,867
693,868
694,869
695,870
696,871
697,873
698,874
699,875
700,876
701,877
702,878
703,879
704,880
705,881
706,883
707,884
708,885
709,886
710,887
711,888
712,889
713,890
714,891
715,892
716,893
717,896
718,897
719,898
720,899
721,900
722,901
723,902
724,903
725,904
726,906
727,907
728,910
729,911
730,912
731,913
732,914
733,915
734,916
735,919
736,920
737,921
738,922
739,924
740,926
741,927
742,928
743,929
744,930
745,931
746,932
747,933
748,934
749,935
750,936
751,937
752,938
753,939
754,940
755,943
756,944
757,945
758,946
759,948
760,949
761,950
762,951
763,952
764,954
765,955
766,958
767,959
768,960
769,961
770,962
771,963
772,964
773,965
774,967
775,968
776,969
777,970
778,972
779,973
780,976
781,977
782,978
783,979
784,980
785,981
786,982
787,983
788,984
789,985
790,988
791,989
792,990
793,991
794,992
795,993
796,995
797,996
798,997
799,998
800,999
801,1000
802,1002
803,1003
804,1004
805,1006
806,1007
807,1008
808,1009
809,1010
810,1011
811,1012
812,1016
813,1018
814,1019
815,1020
816,1021
817,1022
818,1023
819,1024
820,1025
821,1027
822,1028
823,1029
824,1030
825,1031
826,1032
827,1033
828,1034
829,1035
830,1038
831,1039
832,1041
833,1042
834,1043
835,1044
836,1045
837,1046
838,1048
839,1049
840,1050
841,1051
842,1052
843,1053
844,1054
845,1055
846,1058
847,1059
848,1060
849,1061
850,1063
851,1065
852,1066
853,1067
854,1068
855,1069
856,1070
857,1071
858,1072
859,1073
860,1074
861,1076
862,1077
863,1078
864,1080
865,1082
866,1083
867,1084
868,1085
869,1086
870,1087
871,1090
872,1091
873,1092
874,1093
875,1094
876,1095
877,1096
878,1097
879,1099
880,1100
881,1101
882,1103
883,1104
884,1105
885,1106
886,1107
887,1108
888,1109
889,1112
890,1113
891,1114
892,1115
893,1116
894,1118
895,1119
896,1120
897,1121
898,1122
899,1124
900,1125
901,1126
902,1127
903,1128
904,1129
905,1130
906,1132
907,1133
908,1134
909,1135
910,1136
911,1137
912,1138
913,1139
914,1140
915,1141
916,1142
917,1144
918,1145
919,1146
920,1148
921,1150
922,1152
923,1153
924,1154
925,1155
926,1157
927,1158
928,1159
929,1160
930,1161
931,1162
932,1163
933,1164
934,1165
935,1166
936,1168
937,1170
938,1172
939,1173
940,1174
941,1175
942,1176
943,1177
944,1178
945,1179
946,1182
947,1184
948,1185
949,1186
950,1187
951,1188
952,1189
953,1191
954,1192
955,1194
956,1195
957,1196
958,1197
959,1198
960,1200
961,1201
962,1202
963,1203
964,1204
965,1205
966,1207
967,1209
968,1210
969,1212
970,1213
971,1214
972,1215
973,1216
974,1217
975,1218
976,1220
977,1221
978,1222
979,1224
980,1225
981,1226
982,1227
983,1228
984,1229
985,1231
986,1232
987,1233
988,1234
989,1236
990,1238
991,1239
992,1240
993,1241
994,1243
995,1244
996,1245
997,1247
998,1248
999,1249
1000,1251
1001,1252
1002,1254
1003,1255
1004,1256
1005,1257
1006,1258
1007,1259
1008,1260
1009,1262
1010,1263
1011,1264
1012,1265
1013,1266
1014,1267
1015,1269
1016,1270
