,42_3
0,0
1,1
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,12
10,14
11,17
12,18
13,19
14,20
15,21
16,22
17,23
18,24
19,25
20,26
21,28
22,29
23,30
24,31
25,32
26,33
27,34
28,35
29,36
30,37
31,39
32,40
33,41
34,42
35,43
36,44
37,45
38,46
39,47
40,48
41,49
42,50
43,51
44,52
45,53
46,55
47,57
48,58
49,59
50,60
51,61
52,62
53,63
54,65
55,66
56,67
57,68
58,69
59,70
60,71
61,72
62,73
63,74
64,75
65,76
66,77
67,78
68,79
69,80
70,81
71,82
72,83
73,84
74,85
75,86
76,87
77,88
78,89
79,90
80,91
81,95
82,96
83,97
84,98
85,99
86,100
87,101
88,102
89,103
90,104
91,105
92,106
93,107
94,108
95,111
96,115
97,118
98,120
99,121
100,122
101,123
102,124
103,126
104,127
105,128
106,130
107,131
108,132
109,134
110,135
111,136
112,137
113,138
114,141
115,142
116,143
117,146
118,147
119,148
120,149
121,150
122,151
123,152
124,153
125,154
126,156
127,157
128,159
129,160
130,163
131,164
132,166
133,168
134,169
135,170
136,171
137,172
138,173
139,174
140,175
141,176
142,177
143,178
144,179
145,180
146,181
147,182
148,184
149,185
150,186
151,187
152,188
153,189
154,190
155,191
156,192
157,194
158,195
159,196
160,197
161,198
162,199
163,200
164,202
165,204
166,206
167,207
168,208
169,209
170,210
171,211
172,212
173,213
174,216
175,217
176,218
177,219
178,220
179,221
180,222
181,223
182,224
183,225
184,226
185,227
186,229
187,231
188,232
189,233
190,235
191,236
192,237
193,238
194,239
195,240
196,241
197,243
198,244
199,245
200,246
201,247
202,250
203,251
204,253
205,254
206,255
207,257
208,258
209,259
210,261
211,263
212,264
213,265
214,266
215,267
216,268
217,269
218,270
219,271
220,273
221,274
222,275
223,276
224,277
225,278
226,280
227,281
228,282
229,283
230,284
231,286
232,287
233,289
234,290
235,291
236,292
237,293
238,295
239,296
240,297
241,298
242,299
243,300
244,301
245,302
246,303
247,304
248,305
249,306
250,307
251,308
252,309
253,310
254,311
255,313
256,314
257,315
258,316
259,317
260,319
261,320
262,322
263,324
264,325
265,326
266,327
267,329
268,330
269,331
270,333
271,335
272,336
273,337
274,338
275,339
276,340
277,341
278,343
279,344
280,345
281,347
282,349
283,350
284,352
285,353
286,354
287,355
288,356
289,357
290,358
291,359
292,360
293,362
294,364
295,365
296,366
297,368
298,371
299,372
300,373
301,375
302,376
303,377
304,378
305,379
306,380
307,381
308,382
309,383
310,384
311,386
312,387
313,388
314,389
315,391
316,393
317,395
318,396
319,397
320,398
321,400
322,401
323,402
324,403
325,405
326,406
327,407
328,408
329,409
330,410
331,411
332,413
333,414
334,415
335,416
336,419
337,420
338,421
339,422
340,423
341,424
342,425
343,426
344,427
345,428
346,429
347,430
348,432
349,433
350,434
351,435
352,438
353,439
354,440
355,442
356,443
357,445
358,446
359,447
360,448
361,449
362,450
363,451
364,452
365,453
366,454
367,455
368,456
369,457
370,458
371,459
372,460
373,461
374,462
375,463
376,464
377,465
378,466
379,467
380,468
381,469
382,470
383,471
384,472
385,473
386,474
387,475
388,478
389,479
390,480
391,481
392,482
393,483
394,484
395,487
396,488
397,489
398,490
399,491
400,492
401,493
402,494
403,495
404,496
405,497
406,498
407,500
408,501
409,502
410,503
411,504
412,505
413,506
414,507
415,509
416,510
417,511
418,512
419,513
420,515
421,516
422,517
423,518
424,519
425,521
426,522
427,523
428,524
429,525
430,526
431,528
432,529
433,530
434,531
435,532
436,533
437,534
438,535
439,537
440,538
441,539
442,540
443,541
444,543
445,544
446,546
447,547
448,548
449,549
450,552
451,553
452,554
453,555
454,556
455,558
456,559
457,560
458,561
459,562
460,563
461,564
462,565
463,566
464,567
465,569
466,570
467,571
468,574
469,576
470,577
471,578
472,579
473,580
474,581
475,582
476,583
477,585
478,587
479,588
480,589
481,590
482,592
483,593
484,594
485,595
486,597
487,598
488,599
489,600
490,602
491,603
492,604
493,605
494,606
495,607
496,608
497,610
498,611
499,612
500,614
501,615
502,616
503,617
504,618
505,620
506,621
507,622
508,623
509,626
510,628
511,631
512,632
513,633
514,635
515,636
516,637
517,638
518,639
519,640
520,641
521,642
522,643
523,644
524,645
525,646
526,647
527,648
528,649
529,654
530,655
531,656
532,658
533,659
534,661
535,662
536,663
537,664
538,665
539,666
540,667
541,669
542,670
543,671
544,673
545,674
546,676
547,677
548,678
549,679
550,680
551,682
552,683
553,684
554,685
555,687
556,688
557,689
558,690
559,692
560,693
561,694
562,696
563,697
564,698
565,699
566,700
567,701
568,702
569,703
570,704
571,705
572,706
573,707
574,708
575,709
576,710
577,711
578,712
579,713
580,714
581,715
582,716
583,717
584,718
585,720
586,722
587,723
588,724
589,725
590,726
591,727
592,728
593,730
594,732
595,733
596,734
597,735
598,736
599,737
600,738
601,739
602,740
603,741
604,742
605,744
606,745
607,746
608,747
609,748
610,749
611,750
612,751
613,752
614,755
615,756
616,758
617,759
618,760
619,761
620,762
621,763
622,764
623,765
624,766
625,769
626,770
627,771
628,773
629,776
630,777
631,778
632,780
633,782
634,783
635,784
636,785
637,786
638,787
639,788
640,792
641,793
642,794
643,796
644,797
645,799
646,800
647,801
648,802
649,803
650,804
651,805
652,806
653,807
654,808
655,809
656,810
657,812
658,813
659,815
660,816
661,820
662,822
663,825
664,826
665,827
666,831
667,832
668,834
669,835
670,836
671,837
672,838
673,839
674,841
675,842
676,843
677,844
678,845
679,846
680,847
681,849
682,850
683,851
684,852
685,853
686,854
687,855
688,856
689,857
690,858
691,859
692,860
693,861
694,862
695,863
696,864
697,865
698,867
699,871
700,872
701,873
702,874
703,875
704,876
705,877
706,878
707,879
708,881
709,882
710,884
711,885
712,886
713,887
714,888
715,889
716,890
717,891
718,893
719,894
720,895
721,896
722,897
723,900
724,901
725,902
726,903
727,905
728,906
729,908
730,910
731,911
732,912
733,913
734,914
735,915
736,916
737,917
738,918
739,919
740,920
741,921
742,922
743,923
744,924
745,926
746,927
747,929
748,930
749,931
750,932
751,933
752,934
753,935
754,936
755,937
756,938
757,939
758,940
759,941
760,943
761,944
762,946
763,947
764,949
765,950
766,952
767,953
768,954
769,955
770,956
771,957
772,958
773,959
774,960
775,964
776,965
777,966
778,967
779,968
780,969
781,970
782,971
783,972
784,973
785,974
786,975
787,977
788,978
789,979
790,980
791,982
792,983
793,984
794,985
795,988
796,990
797,991
798,992
799,993
800,994
801,995
802,998
803,999
804,1000
805,1001
806,1002
807,1003
808,1005
809,1006
810,1007
811,1008
812,1009
813,1010
814,1011
815,1013
816,1015
817,1016
818,1017
819,1018
820,1019
821,1020
822,1021
823,1023
824,1024
825,1025
826,1026
827,1027
828,1029
829,1030
830,1031
831,1032
832,1033
833,1034
834,1035
835,1036
836,1038
837,1039
838,1041
839,1042
840,1044
841,1045
842,1046
843,1047
844,1049
845,1051
846,1052
847,1053
848,1054
849,1055
850,1056
851,1057
852,1058
853,1059
854,1060
855,1061
856,1062
857,1063
858,1064
859,1065
860,1067
861,1068
862,1069
863,1070
864,1071
865,1072
866,1073
867,1074
868,1076
869,1077
870,1078
871,1079
872,1080
873,1081
874,1082
875,1083
876,1084
877,1086
878,1087
879,1088
880,1090
881,1092
882,1093
883,1095
884,1098
885,1099
886,1100
887,1101
888,1102
889,1103
890,1104
891,1105
892,1107
893,1108
894,1109
895,1110
896,1111
897,1112
898,1113
899,1115
900,1116
901,1117
902,1118
903,1120
904,1121
905,1122
906,1123
907,1124
908,1125
909,1126
910,1128
911,1129
912,1130
913,1131
914,1132
915,1133
916,1134
917,1138
918,1139
919,1140
920,1141
921,1143
922,1145
923,1146
924,1148
925,1150
926,1151
927,1152
928,1153
929,1155
930,1156
931,1159
932,1160
933,1161
934,1162
935,1163
936,1164
937,1165
938,1166
939,1167
940,1168
941,1169
942,1170
943,1171
944,1172
945,1174
946,1175
947,1176
948,1179
949,1180
950,1181
951,1182
952,1183
953,1184
954,1185
955,1186
956,1187
957,1188
958,1189
959,1190
960,1192
961,1193
962,1195
963,1196
964,1197
965,1198
966,1200
967,1202
968,1203
969,1205
970,1208
971,1209
972,1210
973,1211
974,1213
975,1214
976,1215
977,1216
978,1217
979,1219
980,1220
981,1222
982,1223
983,1224
984,1228
985,1230
986,1231
987,1232
988,1233
989,1234
990,1235
991,1236
992,1237
993,1241
994,1242
995,1243
996,1244
997,1245
998,1246
999,1247
1000,1248
1001,1249
1002,1252
1003,1253
1004,1254
1005,1255
1006,1256
1007,1258
1008,1259
1009,1260
1010,1261
1011,1262
1012,1263
1013,1264
1014,1265
1015,1266
1016,1268
1017,1269
