,42_3
0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,13
13,16
14,17
15,18
16,21
17,22
18,23
19,24
20,25
21,26
22,27
23,28
24,29
25,30
26,32
27,33
28,35
29,36
30,37
31,38
32,39
33,41
34,42
35,43
36,44
37,45
38,46
39,47
40,49
41,50
42,51
43,52
44,53
45,54
46,55
47,56
48,57
49,58
50,59
51,60
52,61
53,62
54,65
55,66
56,67
57,68
58,70
59,72
60,73
61,74
62,75
63,76
64,78
65,79
66,80
67,81
68,82
69,83
70,84
71,86
72,87
73,89
74,92
75,93
76,94
77,95
78,96
79,97
80,99
81,101
82,102
83,104
84,105
85,107
86,108
87,111
88,112
89,113
90,114
91,115
92,116
93,117
94,118
95,119
96,120
97,121
98,122
99,123
100,124
101,125
102,126
103,128
104,129
105,130
106,131
107,132
108,134
109,135
110,136
111,137
112,138
113,139
114,140
115,143
116,144
117,146
118,148
119,149
120,150
121,152
122,153
123,154
124,156
125,157
126,158
127,159
128,160
129,161
130,162
131,163
132,164
133,166
134,167
135,169
136,170
137,171
138,172
139,173
140,174
141,175
142,176
143,177
144,179
145,180
146,181
147,182
148,183
149,184
150,185
151,187
152,188
153,190
154,191
155,192
156,194
157,195
158,196
159,197
160,198
161,199
162,200
163,201
164,202
165,203
166,204
167,205
168,207
169,208
170,209
171,210
172,211
173,212
174,213
175,214
176,215
177,216
178,218
179,219
180,220
181,221
182,222
183,223
184,224
185,225
186,226
187,228
188,229
189,232
190,233
191,235
192,236
193,237
194,238
195,240
196,241
197,242
198,244
199,245
200,248
201,249
202,250
203,251
204,252
205,253
206,254
207,255
208,256
209,257
210,258
211,259
212,260
213,261
214,262
215,263
216,264
217,265
218,266
219,267
220,268
221,269
222,271
223,272
224,274
225,275
226,276
227,277
228,278
229,279
230,280
231,281
232,282
233,283
234,284
235,286
236,287
237,289
238,290
239,291
240,292
241,294
242,295
243,297
244,298
245,299
246,301
247,302
248,303
249,307
250,308
251,309
252,310
253,311
254,312
255,313
256,314
257,315
258,316
259,317
260,318
261,320
262,321
263,322
264,323
265,324
266,326
267,327
268,328
269,329
270,331
271,332
272,334
273,335
274,336
275,337
276,338
277,339
278,341
279,342
280,343
281,344
282,345
283,346
284,347
285,349
286,350
287,351
288,352
289,353
290,354
291,355
292,357
293,358
294,359
295,360
296,361
297,362
298,363
299,364
300,365
301,366
302,367
303,368
304,369
305,371
306,373
307,375
308,376
309,378
310,379
311,380
312,381
313,382
314,383
315,384
316,385
317,386
318,387
319,388
320,390
321,391
322,392
323,395
324,397
325,398
326,400
327,401
328,402
329,403
330,404
331,405
332,406
333,408
334,410
335,411
336,412
337,414
338,415
339,416
340,417
341,418
342,419
343,421
344,423
345,424
346,427
347,428
348,430
349,431
350,432
351,433
352,434
353,437
354,438
355,440
356,441
357,442
358,443
359,445
360,446
361,447
362,448
363,449
364,450
365,451
366,452
367,453
368,454
369,455
370,456
371,457
372,458
373,461
374,462
375,463
376,464
377,466
378,467
379,468
380,469
381,470
382,471
383,472
384,473
385,474
386,475
387,476
388,477
389,478
390,479
391,481
392,482
393,483
394,484
395,485
396,488
397,489
398,490
399,491
400,492
401,493
402,495
403,497
404,498
405,499
406,500
407,501
408,502
409,503
410,504
411,505
412,507
413,509
414,510
415,511
416,512
417,513
418,514
419,515
420,516
421,517
422,518
423,519
424,520
425,522
426,523
427,526
428,527
429,529
430,530
431,531
432,533
433,534
434,535
435,536
436,537
437,538
438,539
439,540
440,541
441,543
442,544
443,546
444,547
445,548
446,549
447,550
448,551
449,553
450,555
451,557
452,558
453,559
454,561
455,562
456,563
457,565
458,566
459,567
460,569
461,570
462,571
463,572
464,573
465,574
466,575
467,576
468,578
469,579
470,580
471,581
472,582
473,583
474,584
475,585
476,586
477,587
478,588
479,589
480,590
481,592
482,594
483,595
484,597
485,598
486,599
487,600
488,601
489,602
490,603
491,605
492,606
493,607
494,608
495,610
496,611
497,612
498,613
499,614
500,616
501,617
502,618
503,619
504,620
505,621
506,622
507,623
508,624
509,625
510,627
511,628
512,629
513,630
514,631
515,632
516,633
517,634
518,635
519,636
520,637
521,639
522,640
523,641
524,642
525,643
526,644
527,645
528,646
529,647
530,648
531,649
532,650
533,652
534,653
535,654
536,655
537,656
538,657
539,658
540,659
541,660
542,663
543,664
544,665
545,666
546,667
547,670
548,671
549,672
550,674
551,675
552,676
553,677
554,678
555,679
556,680
557,681
558,682
559,683
560,684
561,685
562,688
563,690
564,691
565,692
566,693
567,694
568,695
569,696
570,697
571,698
572,699
573,700
574,701
575,702
576,703
577,704
578,705
579,706
580,709
581,710
582,712
583,713
584,715
585,716
586,717
587,718
588,719
589,720
590,721
591,722
592,723
593,724
594,725
595,726
596,728
597,729
598,730
599,732
600,733
601,735
602,737
603,738
604,739
605,740
606,741
607,743
608,744
609,746
610,748
611,749
612,750
613,751
614,752
615,753
616,754
617,756
618,758
619,760
620,761
621,762
622,764
623,766
624,767
625,768
626,769
627,770
628,771
629,772
630,773
631,774
632,775
633,776
634,777
635,778
636,779
637,781
638,782
639,783
640,784
641,785
642,786
643,787
644,788
645,790
646,792
647,793
648,795
649,796
650,797
651,798
652,800
653,801
654,802
655,803
656,804
657,805
658,806
659,808
660,809
661,811
662,812
663,813
664,814
665,815
666,816
667,817
668,818
669,819
670,820
671,821
672,823
673,824
674,825
675,826
676,827
677,828
678,829
679,830
680,831
681,832
682,833
683,834
684,835
685,836
686,837
687,838
688,839
689,840
690,842
691,843
692,844
693,846
694,848
695,850
696,851
697,852
698,853
699,854
700,855
701,856
702,857
703,858
704,859
705,861
706,862
707,863
708,864
709,865
710,866
711,868
712,871
713,872
714,873
715,875
716,876
717,877
718,878
719,879
720,880
721,881
722,882
723,883
724,884
725,885
726,886
727,887
728,888
729,889
730,890
731,891
732,892
733,894
734,895
735,896
736,897
737,898
738,899
739,901
740,902
741,904
742,906
743,907
744,908
745,909
746,910
747,911
748,912
749,913
750,914
751,915
752,916
753,917
754,918
755,919
756,920
757,921
758,922
759,923
760,925
761,927
762,928
763,929
764,930
765,932
766,933
767,934
768,935
769,937
770,938
771,939
772,940
773,941
774,943
775,944
776,946
777,947
778,948
779,949
780,950
781,951
782,955
783,956
784,958
785,959
786,961
787,962
788,963
789,965
790,966
791,967
792,968
793,969
794,970
795,971
796,972
797,975
798,976
799,977
800,978
801,979
802,980
803,981
804,982
805,984
806,985
807,986
808,987
809,988
810,989
811,990
812,991
813,992
814,993
815,994
816,997
817,998
818,999
819,1000
820,1001
821,1002
822,1003
823,1004
824,1005
825,1007
826,1008
827,1010
828,1011
829,1013
830,1014
831,1015
832,1016
833,1017
834,1018
835,1020
836,1021
837,1023
838,1024
839,1025
840,1027
841,1029
842,1030
843,1031
844,1032
845,1033
846,1035
847,1036
848,1037
849,1038
850,1039
851,1042
852,1043
853,1044
854,1045
855,1047
856,1048
857,1049
858,1051
859,1052
860,1053
861,1054
862,1055
863,1056
864,1058
865,1059
866,1060
867,1061
868,1062
869,1063
870,1064
871,1065
872,1066
873,1067
874,1068
875,1069
876,1070
877,1071
878,1072
879,1073
880,1074
881,1075
882,1077
883,1078
884,1080
885,1081
886,1083
887,1084
888,1085
889,1086
890,1089
891,1090
892,1092
893,1093
894,1094
895,1095
896,1096
897,1097
898,1098
899,1099
900,1100
901,1101
902,1103
903,1104
904,1105
905,1106
906,1107
907,1108
908,1109
909,1110
910,1111
911,1112
912,1113
913,1114
914,1115
915,1116
916,1117
917,1118
918,1119
919,1120
920,1122
921,1123
922,1124
923,1125
924,1128
925,1129
926,1130
927,1132
928,1133
929,1134
930,1136
931,1137
932,1138
933,1139
934,1140
