,42_4
0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
16,17
17,18
18,19
19,21
20,22
21,23
22,24
23,25
24,26
25,27
26,28
27,29
28,30
29,31
30,32
31,33
32,34
33,36
34,37
35,38
36,39
37,40
38,41
39,42
40,43
41,44
42,45
43,46
44,47
45,49
46,50
47,52
48,53
49,54
50,56
51,57
52,58
53,59
54,60
55,61
56,62
57,63
58,65
59,66
60,67
61,68
62,69
63,70
64,71
65,72
66,73
67,75
68,76
69,77
70,78
71,79
72,80
73,81
74,82
75,83
76,84
77,85
78,86
79,87
80,89
81,90
82,91
83,92
84,93
85,94
86,95
87,96
88,98
89,99
90,100
91,101
92,102
93,103
94,104
95,105
96,106
97,107
98,108
99,109
100,110
101,111
102,112
103,113
104,114
105,115
106,116
107,117
108,118
109,119
110,120
111,121
112,122
113,123
114,124
115,125
116,126
117,127
118,128
119,129
120,130
121,131
122,133
123,134
124,135
125,136
126,137
127,138
128,140
129,143
130,144
131,145
132,146
133,147
134,148
135,149
136,150
137,151
138,152
139,153
140,154
141,155
142,156
143,157
144,158
145,159
146,161
147,162
148,163
149,164
150,165
151,166
152,167
153,168
154,169
155,170
156,171
157,172
158,173
159,174
160,175
161,177
162,178
163,179
164,180
165,182
166,183
167,184
168,185
169,186
170,187
171,188
172,189
173,190
174,191
175,192
176,194
177,195
178,196
179,197
180,198
181,199
182,200
183,201
184,202
185,203
186,204
187,205
188,206
189,208
190,210
191,211
192,212
193,213
194,214
195,215
196,216
197,217
198,218
199,219
200,220
201,221
202,222
203,223
204,224
205,225
206,226
207,228
208,230
209,231
210,232
211,233
212,235
213,236
214,237
215,238
216,239
217,240
218,241
219,242
220,243
221,244
222,245
223,246
224,247
225,248
226,249
227,250
228,252
229,254
230,255
231,256
232,257
233,258
234,259
235,260
236,261
237,262
238,263
239,264
240,265
241,266
242,267
243,268
244,269
245,270
246,271
247,273
248,274
249,275
250,276
251,277
252,278
253,280
254,281
255,283
256,284
257,285
258,287
259,288
260,289
261,290
262,291
263,292
264,294
265,295
266,296
267,297
268,298
269,299
270,300
271,301
272,302
273,303
274,304
275,305
276,306
277,307
278,308
279,309
280,310
281,311
282,312
283,314
284,315
285,316
286,317
287,318
288,319
289,320
290,321
291,322
292,323
293,324
294,325
295,327
296,328
297,329
298,330
299,331
300,333
301,334
302,335
303,336
304,338
305,340
306,341
307,342
308,343
309,344
310,345
311,346
312,347
313,348
314,349
315,350
316,351
317,352
318,353
319,355
320,356
321,357
322,358
323,359
324,360
325,361
326,362
327,363
328,364
329,366
330,367
331,369
332,371
333,372
334,373
335,374
336,375
337,376
338,377
339,378
340,379
341,380
342,381
343,382
344,383
345,384
346,385
347,386
348,387
349,388
350,389
351,390
352,392
353,393
354,394
355,395
356,396
357,397
358,398
359,399
360,400
361,401
362,402
363,403
364,404
365,405
366,406
367,407
368,408
369,409
370,410
371,412
372,413
373,414
374,415
375,416
376,417
377,418
378,419
379,420
380,421
381,422
382,423
383,424
384,426
385,427
386,428
387,429
388,430
389,431
390,432
391,433
392,434
393,435
394,436
395,437
396,438
397,439
398,440
399,441
400,442
401,443
402,444
403,445
404,446
405,447
406,448
407,450
408,452
409,453
410,454
411,455
412,456
413,457
414,459
415,460
416,461
417,462
418,463
419,464
420,465
421,466
422,467
423,469
424,470
425,471
426,472
427,473
428,475
429,476
430,477
431,478
432,479
433,480
434,481
435,482
436,483
437,485
438,486
439,487
440,488
441,489
442,490
443,491
444,492
445,493
446,494
447,495
448,496
449,497
450,498
451,499
452,500
453,501
454,502
455,503
456,504
457,505
458,506
459,508
460,509
461,510
462,511
463,512
464,513
465,516
466,517
467,519
468,520
469,521
470,522
471,523
472,524
473,525
474,526
475,527
476,528
477,529
478,530
479,531
480,532
481,533
482,534
483,535
484,536
485,537
486,538
487,539
488,540
489,541
490,542
491,543
492,544
493,545
494,546
495,547
496,548
497,549
498,550
499,551
500,552
501,553
502,554
503,556
504,557
505,559
506,560
507,561
508,562
509,563
510,564
511,565
512,566
513,567
514,568
515,569
516,570
517,571
518,572
519,573
520,574
521,575
522,576
523,578
524,579
525,580
526,581
527,582
528,583
529,584
530,586
531,587
532,588
533,589
534,590
535,592
536,593
537,594
538,595
539,596
540,597
541,598
542,599
543,600
544,601
545,602
546,603
547,604
548,605
549,606
550,607
551,608
552,609
553,610
554,611
555,612
556,613
557,615
558,616
559,617
560,618
561,619
562,620
563,621
564,622
565,623
566,624
567,625
568,626
569,627
570,628
571,629
572,631
573,634
574,636
575,637
576,638
577,639
578,640
579,641
580,642
581,643
582,644
583,645
584,646
585,647
586,648
587,649
588,650
589,651
590,652
591,653
592,654
593,655
594,656
595,657
596,658
597,659
598,660
599,661
600,662
601,663
602,664
603,666
604,667
605,668
606,669
607,670
608,671
609,673
610,675
611,676
612,678
613,679
614,680
615,681
616,682
617,684
618,685
619,686
620,687
621,688
622,689
623,690
624,691
625,692
626,693
627,694
628,695
629,696
630,697
631,698
632,699
633,700
634,701
635,702
636,703
637,704
638,705
639,706
640,707
641,708
642,709
643,710
644,711
645,712
646,713
647,714
648,715
649,716
650,717
651,718
652,719
653,720
654,721
655,722
656,724
657,725
658,726
659,727
660,728
661,730
662,731
663,732
664,734
665,736
666,737
667,738
668,739
669,740
670,741
671,742
672,744
673,745
674,746
675,747
676,748
677,750
678,751
679,752
680,753
681,754
682,756
683,757
684,758
685,759
686,761
687,762
688,763
689,764
690,765
691,766
692,767
693,768
694,769
695,770
696,771
697,772
698,773
699,774
700,775
701,776
702,777
703,778
704,779
705,781
706,783
707,784
708,785
709,786
710,787
711,788
712,789
713,790
714,791
715,792
716,794
717,795
718,796
719,797
720,798
721,799
722,800
723,801
724,802
725,803
726,804
727,805
728,806
729,807
730,808
731,809
732,810
733,811
734,812
735,813
736,814
737,815
738,816
739,817
740,818
741,819
742,820
743,821
744,822
745,823
746,824
747,825
748,826
749,827
750,828
751,829
752,830
753,831
754,832
755,833
756,834
757,835
758,836
759,837
760,838
761,839
762,840
763,841
764,842
765,843
766,844
767,845
768,846
769,847
770,848
771,849
772,850
773,851
774,852
775,853
776,855
777,856
778,857
779,858
780,859
781,860
782,861
783,862
784,863
785,864
786,865
787,866
788,867
789,868
790,869
791,870
792,871
793,872
794,873
795,875
796,876
797,877
798,879
799,880
800,881
801,882
802,883
803,884
804,885
805,887
806,888
807,889
808,890
809,891
810,892
811,893
812,894
813,895
814,896
815,897
816,898
817,899
818,900
819,901
820,904
821,905
822,906
823,907
824,910
825,911
826,912
827,913
828,914
829,915
830,917
831,918
832,919
833,920
834,921
835,922
836,923
837,924
838,925
839,927
840,928
841,929
842,930
843,931
844,932
845,933
846,934
847,935
848,936
849,937
850,938
851,939
852,940
853,941
854,942
855,944
856,945
857,946
858,947
859,948
860,949
861,950
862,951
863,952
864,953
865,954
866,955
867,956
868,957
869,958
870,959
871,960
872,961
873,962
874,963
875,964
876,965
877,966
878,967
879,968
880,969
881,970
882,971
883,972
884,973
885,974
886,975
887,976
888,978
889,979
890,980
891,981
892,982
893,983
894,984
895,985
896,986
897,987
898,988
899,989
900,990
901,991
902,993
903,994
904,995
905,997
906,998
907,999
908,1000
909,1001
910,1002
911,1003
912,1004
913,1006
914,1007
915,1008
916,1009
917,1011
918,1012
919,1013
920,1014
921,1015
922,1016
923,1017
924,1019
925,1021
926,1022
927,1023
928,1024
929,1025
930,1026
931,1027
932,1028
933,1029
934,1030
935,1031
936,1032
937,1033
938,1034
939,1035
940,1036
941,1037
942,1038
943,1039
944,1041
945,1042
946,1043
947,1045
948,1046
949,1047
950,1048
951,1049
952,1050
953,1051
954,1052
955,1053
956,1054
957,1055
958,1056
959,1057
960,1058
961,1060
962,1061
963,1062
964,1063
965,1064
966,1065
967,1066
968,1068
969,1069
970,1070
971,1071
972,1072
973,1073
974,1074
975,1077
976,1078
977,1080
978,1081
979,1082
980,1083
981,1084
982,1085
983,1086
984,1088
985,1089
986,1090
987,1091
988,1092
989,1093
990,1094
991,1095
992,1096
993,1097
994,1098
995,1099
996,1100
997,1101
998,1102
999,1103
1000,1104
1001,1106
1002,1107
1003,1111
1004,1112
1005,1113
1006,1114
1007,1115
1008,1116
1009,1117
1010,1118
1011,1119
1012,1120
1013,1121
1014,1122
1015,1123
1016,1124
1017,1125
1018,1127
1019,1128
1020,1129
1021,1131
1022,1132
1023,1133
1024,1134
1025,1135
1026,1136
1027,1137
1028,1138
1029,1139
1030,1140
1031,1141
1032,1142
1033,1144
1034,1145
