,42_2
0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,12
12,13
13,14
14,16
15,17
16,19
17,20
18,21
19,22
20,25
21,26
22,28
23,29
24,30
25,32
26,34
27,35
28,36
29,38
30,39
31,40
32,42
33,43
34,44
35,45
36,46
37,47
38,48
39,50
40,51
41,52
42,53
43,54
44,56
45,57
46,59
47,60
48,61
49,62
50,63
51,64
52,65
53,67
54,68
55,70
56,71
57,72
58,73
59,75
60,78
61,79
62,81
63,82
64,83
65,86
66,87
67,88
68,89
69,90
70,92
71,94
72,95
73,96
74,97
75,98
76,99
77,100
78,101
79,102
80,103
81,104
82,105
83,106
84,107
85,108
86,109
87,111
88,112
89,113
90,116
91,117
92,118
93,120
94,121
95,123
96,124
97,125
98,126
99,127
100,128
101,129
102,130
103,131
104,132
105,133
106,134
107,135
108,136
109,137
110,139
111,140
112,142
113,144
114,145
115,146
116,148
117,149
118,150
119,151
120,153
121,154
122,156
123,157
124,158
125,159
126,161
127,162
128,164
129,165
130,166
131,167
132,168
133,169
134,170
135,171
136,173
137,175
138,176
139,177
140,178
141,179
142,181
143,186
144,187
145,188
146,189
147,190
148,191
149,192
150,193
151,194
152,195
153,196
154,197
155,198
156,200
157,202
158,203
159,204
160,205
161,207
162,208
163,209
164,210
165,211
166,212
167,213
168,215
169,216
170,217
171,219
172,220
173,221
174,222
175,223
176,224
177,226
178,227
179,228
180,230
181,231
182,232
183,234
184,236
185,237
186,238
187,239
188,240
189,242
190,243
191,244
192,245
193,246
194,247
195,248
196,249
197,250
198,252
199,254
200,255
201,256
202,257
203,258
204,259
205,260
206,261
207,263
208,264
209,266
210,267
211,268
212,269
213,270
214,271
215,272
216,273
217,274
218,275
219,276
220,277
221,278
222,279
223,280
224,282
225,283
226,284
227,285
228,286
229,287
230,288
231,289
232,290
233,292
234,293
235,294
236,296
237,297
238,298
239,299
240,300
241,303
242,304
243,305
244,306
245,307
246,308
247,309
248,310
249,311
250,312
251,313
252,314
253,315
254,317
255,319
256,320
257,322
258,323
259,324
260,325
261,326
262,327
263,328
264,332
265,334
266,337
267,339
268,340
269,341
270,342
271,343
272,344
273,345
274,346
275,347
276,348
277,349
278,350
279,351
280,352
281,354
282,355
283,357
284,358
285,360
286,361
287,364
288,367
289,368
290,369
291,370
292,372
293,373
294,374
295,375
296,377
297,378
298,379
299,380
300,381
301,382
302,383
303,384
304,385
305,386
306,387
307,388
308,389
309,390
310,392
311,393
312,394
313,395
314,397
315,398
316,399
317,400
318,404
319,406
320,407
321,408
322,409
323,411
324,413
325,414
326,415
327,417
328,418
329,419
330,421
331,422
332,423
333,424
334,425
335,427
336,428
337,429
338,430
339,431
340,432
341,433
342,434
343,435
344,436
345,437
346,439
347,440
348,441
349,442
350,443
351,444
352,446
353,448
354,449
355,450
356,451
357,452
358,453
359,454
360,455
361,456
362,457
363,458
364,461
365,462
366,464
367,465
368,466
369,468
370,470
371,471
372,472
373,473
374,474
375,475
376,477
377,478
378,479
379,480
380,481
381,482
382,483
383,484
384,485
385,486
386,487
387,488
388,489
389,490
390,491
391,493
392,494
393,495
394,496
395,497
396,498
397,499
398,500
399,502
400,503
401,504
402,505
403,506
404,507
405,508
406,509
407,510
408,512
409,513
410,514
411,515
412,516
413,517
414,518
415,519
416,520
417,521
418,522
419,523
420,524
421,525
422,526
423,527
424,528
425,529
426,530
427,531
428,532
429,533
430,534
431,535
432,536
433,537
434,539
435,540
436,541
437,542
438,544
439,545
440,546
441,548
442,549
443,550
444,551
445,552
446,554
447,555
448,556
449,558
450,560
451,561
452,562
453,563
454,564
455,565
456,566
457,567
458,568
459,569
460,570
461,571
462,572
463,574
464,575
465,577
466,578
467,579
468,580
469,581
470,582
471,583
472,584
473,585
474,587
475,589
476,590
477,591
478,592
479,593
480,594
481,595
482,596
483,598
484,599
485,600
486,602
487,603
488,604
489,605
490,606
491,607
492,608
493,609
494,610
495,612
496,613
497,614
498,615
499,617
500,618
501,619
502,620
503,621
504,622
505,623
506,625
507,626
508,628
509,629
510,630
511,631
512,632
513,633
514,634
515,635
516,636
517,637
518,639
519,640
520,641
521,642
522,644
523,645
524,646
525,648
526,649
527,654
528,655
529,656
530,657
531,658
532,659
533,660
534,661
535,663
536,664
537,665
538,667
539,668
540,669
541,670
542,671
543,672
544,673
545,674
546,675
547,676
548,677
549,678
550,679
551,680
552,681
553,682
554,683
555,685
556,686
557,687
558,688
559,689
560,692
561,693
562,694
563,695
564,696
565,697
566,698
567,699
568,700
569,702
570,705
571,706
572,708
573,710
574,711
575,713
576,715
577,716
578,717
579,718
580,719
581,720
582,722
583,723
584,724
585,725
586,726
587,727
588,728
589,730
590,731
591,732
592,733
593,734
594,735
595,737
596,738
597,739
598,740
599,742
600,744
601,745
602,746
603,747
604,748
605,750
606,751
607,752
608,753
609,754
610,755
611,756
612,757
613,758
614,759
615,760
616,761
617,762
618,763
619,764
620,765
621,766
622,767
623,768
624,769
625,770
626,772
627,773
628,774
629,775
630,776
631,777
632,778
633,779
634,780
635,782
636,783
637,784
638,785
639,786
640,787
641,788
642,789
643,790
644,791
645,792
646,794
647,795
648,796
649,797
650,799
651,800
652,801
653,802
654,804
655,805
656,806
657,807
658,808
659,809
660,810
661,812
662,813
663,814
664,815
665,816
666,817
667,818
668,819
669,820
670,821
671,822
672,824
673,826
674,827
675,828
676,829
677,830
678,834
679,835
680,837
681,840
682,841
683,843
684,845
685,846
686,849
687,851
688,852
689,853
690,854
691,855
692,858
693,859
694,860
695,861
696,862
697,863
698,864
699,865
700,866
701,867
702,870
703,871
704,872
705,873
706,874
707,875
708,876
709,877
710,878
711,879
712,880
713,881
714,882
715,883
716,884
717,885
718,887
719,888
720,889
721,892
722,893
723,894
724,895
725,896
726,898
727,899
728,900
729,901
730,902
731,903
732,904
733,905
734,907
735,908
736,909
737,911
738,912
739,913
740,914
741,915
742,916
743,918
744,921
745,922
746,923
747,924
748,927
749,928
750,929
751,930
752,931
753,932
754,933
755,934
756,935
757,936
758,937
759,939
760,941
761,942
762,943
763,944
764,945
765,946
766,947
767,948
768,949
769,951
770,952
771,953
772,954
773,956
774,957
775,959
776,960
777,964
778,967
779,968
780,969
781,970
782,972
783,973
784,974
785,978
786,980
787,981
788,982
789,984
790,986
791,987
792,990
793,991
794,993
795,994
796,995
797,996
798,997
799,999
800,1000
801,1004
802,1005
803,1006
804,1007
805,1008
806,1009
807,1010
808,1011
809,1012
810,1013
811,1016
812,1017
813,1018
814,1020
815,1021
816,1022
817,1023
818,1025
819,1027
820,1028
821,1029
822,1030
823,1031
824,1032
825,1033
826,1034
827,1036
828,1037
829,1038
830,1039
831,1040
832,1041
833,1042
834,1046
835,1047
836,1048
837,1049
838,1051
839,1052
840,1054
841,1055
842,1057
843,1059
844,1060
845,1061
846,1062
847,1064
848,1065
849,1066
850,1067
851,1068
852,1069
853,1070
854,1071
855,1072
856,1073
857,1074
858,1075
859,1076
860,1077
861,1080
862,1081
863,1082
864,1083
865,1084
866,1085
867,1086
868,1087
869,1089
870,1090
871,1091
872,1094
873,1095
874,1096
875,1097
876,1099
877,1100
878,1101
879,1102
880,1103
881,1104
882,1106
883,1107
884,1108
885,1109
886,1110
887,1112
888,1113
889,1114
890,1115
891,1117
892,1118
893,1119
894,1120
895,1121
896,1122
897,1124
898,1125
899,1126
900,1127
901,1128
902,1130
903,1131
904,1132
905,1133
906,1134
907,1135
908,1137
909,1138
910,1139
911,1141
912,1143
913,1144
914,1145
915,1146
916,1148
917,1149
918,1150
919,1151
920,1152
921,1153
922,1154
923,1155
924,1156
925,1157
926,1158
927,1159
928,1160
929,1161
930,1163
931,1164
932,1165
933,1166
934,1167
935,1168
936,1169
937,1170
938,1173
939,1175
940,1176
941,1177
942,1178
943,1179
944,1180
945,1183
946,1184
947,1185
948,1186
949,1187
950,1188
951,1189
952,1191
953,1192
954,1193
955,1194
956,1195
957,1196
958,1197
959,1198
960,1199
961,1200
962,1201
963,1207
964,1208
965,1209
966,1210
967,1211
968,1212
969,1213
970,1214
971,1215
972,1216
973,1217
974,1219
975,1220
976,1221
977,1222
978,1223
979,1224
980,1225
981,1226
982,1227
983,1228
984,1229
985,1230
986,1233
987,1234
988,1235
989,1236
990,1237
991,1238
992,1239
993,1240
994,1241
995,1243
996,1244
997,1246
998,1247
999,1249
1000,1250
1001,1253
1002,1254
1003,1256
1004,1257
1005,1258
1006,1259
1007,1260
1008,1261
1009,1262
1010,1263
1011,1265
1012,1267
1013,1268
1014,1269
1015,1270
1016,1271
